classification	sha256	source	sensitivity	generated	path
INCLUDE_EVIDENCE	624a16ad0026beec993383e7bc85d5aaa1943c817fb4421c38495753cdd99c7f	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-5A90E3.json
INCLUDE_EVIDENCE	f892125bbdf2e406345b9d58baeab3ec2bd99aba79b3abf7e2a8500020d8c711	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-6086D8.json
INCLUDE_EVIDENCE	136e86327847e40b01f4e92d4c050d82589f759de191c1fb1967795568ad9de3	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-71E193.json
INCLUDE_EVIDENCE	ceb25f555d235c8f6ab70fd7292b17908002133cc45ad3cc1f03cae3cb17708c	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-812839.json
INCLUDE_EVIDENCE	862307d9c31265ff273a3c8677a2b3e1165edb5e02ea08262d74a79475f980b6	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-83CEBE.json
INCLUDE_EVIDENCE	6625ab368698185272c1bbe2a7ebff6a933f30993e6e72db6d58749be18e192c	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-847A78.json
INCLUDE_EVIDENCE	a3b55f8a5df6f5d8edfeeb17387814022981aab2dde84df8812a4e076e0ffb28	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-878515.json
INCLUDE_EVIDENCE	bce2ed9eb07999352b4ce3522e7a40822fa3f20ec35e59d91d762ce6e0184962	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-B104B8.json
INCLUDE_EVIDENCE	598a49cf935d3124225157aea995cdd1561e3121c3f95a13d6d85cbaef98e152	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-B8329A.json
INCLUDE_EVIDENCE	e3864152d7f97bfc67309d99c9ccc088f0f29a8632cace600f50e593ed712db0	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-C51A87.json
INCLUDE_EVIDENCE	6d0e0b17bcb8fa7507294dd1c76b6d19da9d102534b1e5f3d6866a6cfe412ed4	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-C884AB.json
INCLUDE_EVIDENCE	faa395af6799a2574346481ef8414951657c95eb9875227abe5e75f2653e83c2	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-CDB074.json
INCLUDE_EVIDENCE	bf243f203a7541296eeab03f98277d8ab742b2ca7b4c62896f278b87a8ff5d75	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-E5128C.json
INCLUDE_EVIDENCE	59a6944cb4f2bc71e3a894edfb1dbc9c1b33b155c8737c595f0f9dd6c9108533	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-EE36EF.json
INCLUDE_EVIDENCE	d76f313f5b4d1e01a9e1af9ffb153d38d34dabc863f978df1dd56b5a6673bfbd	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260801-F4526F.json
INCLUDE_EVIDENCE	d77bd656dec1b8d9801f9c4c56c65df90b4ca1d700f3c820085beb5fac5d0221	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-01D787.json
INCLUDE_EVIDENCE	1e841740e5374db20816949ac0487cc6587347c5e524ee6cd6e1738b14502bd9	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-026EC3.json
INCLUDE_EVIDENCE	eb0870d11eb59480aa7075759e05d09ced59a78c981bebd937a5dc09fc16312e	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-04E0A2.json
INCLUDE_EVIDENCE	050e5f0af7b8611d68fed52a45dcb31e0ca7e75df768c6846fb2dcae7ac1009b	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-124BE1.json
INCLUDE_EVIDENCE	d1ec5e99f7aff35c4df616207545d096076deb13e832ff3a7c34a07b8399e510	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-131D64.json
INCLUDE_EVIDENCE	4d891dcabb75b720731bf2649b9afbda635e02229bae227d18e4f1d9252bb955	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-14FE35.json
INCLUDE_EVIDENCE	526ae10bc8de120d915f4ca6e12578f6f55acefd72a86bbd61e8679a0bf5b1a6	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-158240.json
INCLUDE_EVIDENCE	617c366d2e9ee4070cfc6db05a8d4fb7bd178a14bda480f5c998d25bdc4f652c	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-1C9F71.json
INCLUDE_EVIDENCE	19909a3ebbe4fb6122c90c4f21efd0b97b608f3bceafbd2c000fe442afc3bf2e	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-214FED.json
INCLUDE_EVIDENCE	f578f8106fcdafff7f25f2ba07549a32af43f9b4444fac99d694f5ffe4279660	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-2437C9.json
INCLUDE_EVIDENCE	816bfbe54bf3ec033991f1e42d0d2112f27f3cc99a3e10dec4e7a775175f3dbf	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-28882C.json
INCLUDE_EVIDENCE	3070ebe705525447d8ead36c193aca9f09e936c7314486b1eb09cc0e97ca8db3	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-29333B.json
INCLUDE_EVIDENCE	dccce85c17cb89c6bdc0fa57e8f0b6a813d77cf01e7ce8cacedecacc155a3733	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-337780.json
INCLUDE_EVIDENCE	053764db55d548a4afe4f3097dc9ace7f41aafc82a9ca771a312f41852edd591	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-3760F6.json
INCLUDE_EVIDENCE	cb34e76cbe76f339e0e1d8b90884414aa703fbf46e60964febcd6b13452220eb	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-45A639.json
INCLUDE_EVIDENCE	9775d99cf06e818f87e33c50b4c23e2451543ef73930e9883ceeb96655aef671	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-462E1A.json
INCLUDE_EVIDENCE	71d11778bc1c5e0260069fbbda703debae3184ccac8d429c29d970a91bda4c69	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-49B4AF.json
INCLUDE_EVIDENCE	fcd0cf22fb9d7fce20e6ce4a1f342502591608ba2ef9af6e13d2f338015ebaaf	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-4CE4F0.json
INCLUDE_EVIDENCE	f39eb98b493578872e1c4289f0d4a377a8b06eceab00bd28d5e74c3d00617de1	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-4D3684.json
INCLUDE_EVIDENCE	61e02c9ca2952b9a4e2b7f7ebdcafc2ee8a9a5a7bd37d15869301afb2ef28451	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-574A6D.json
INCLUDE_EVIDENCE	690af3e10c966762440a9b9fb28effc589469e71eb4025e252dc86f31b03b06f	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-5809E0.json
INCLUDE_EVIDENCE	725fba8b01f14ba2ded08904ca07524284672b1a8f90aa0375fed1772e526eb5	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-5B8665.json
INCLUDE_EVIDENCE	5ff154777601f840c0156612c367685d7be6e52c432572b193a36716f76f4b03	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-5BAF26.json
INCLUDE_EVIDENCE	87e0c7791972c02565d4477c34937f4d36d61a5807a2b0049566b821a7b31882	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-5BD745.json
INCLUDE_EVIDENCE	a85f906dc1bed23531516213f4f9054b650ad2d62ed522858808616b2ff932dc	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-68F43E.json
INCLUDE_EVIDENCE	82e3a0f3bf878aaf271f561caffe4f3f7e0a4c6a957b7989dc4a944e17ba25bb	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-6DAEAE.json
INCLUDE_EVIDENCE	b69644c60275f5d95e74f029536dcc5a5ee9bcde6927d662adb2cbed0d6dbd79	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-6E342D.json
INCLUDE_EVIDENCE	6dc87a779c9ff0c85381bba1748d4a919770653bb14b03c8060970a77f56a053	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-6F480F.json
INCLUDE_EVIDENCE	e1b5bb095dfb146791d56fea22de99e21f1e8cad533b66bf4bc168b565ac6592	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-6F7563.json
INCLUDE_EVIDENCE	83fe5974ca08588d09e0e13bae49a0b2be185c9475aa021f9c449148c7481227	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-7746F8.json
INCLUDE_EVIDENCE	4151a48b29c882f6aa59da29e783bfa0872d00004aaf222041b4b6081be87075	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-780373.json
INCLUDE_EVIDENCE	7fd6b61d80bcd52657761a4d48effee19594d320e4d68281b76a680b672b274a	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-7A9C48.json
INCLUDE_EVIDENCE	bcce3d487cc7a860f8562d74a574761b7e1355d97b2b097d2ce1da1f91c9253b	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-7AB283.json
INCLUDE_EVIDENCE	642fb1131b4ceafc154179819b66aeb08432f36710d0ecbafee82c27e06f6f00	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-7BFD99.json
INCLUDE_EVIDENCE	6b71587d9b0e443bd1010943d2e54e9a421867e7dabb219ee609b32f480ed3fc	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-7C7573.json
INCLUDE_EVIDENCE	301eff3317f2c9d71b9e36c17e91d22226d294faad4bbd6b8741a21b43c5ff7e	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-7F3D22.json
INCLUDE_EVIDENCE	91ffe33a0eac6d940fc9a75657ad21145cb89be0372118258d826ad1fd0448ae	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-81F4E1.json
INCLUDE_EVIDENCE	da22e212035eab5c1ecc34ea85290b22f72b539086094030c0599228cc2a99d7	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-84F061.json
INCLUDE_EVIDENCE	9071be2a20709a566d17d13465ae481a0beef1e6906b5a915fedfad252669004	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-887EA7.json
INCLUDE_EVIDENCE	9e6804fc9361490f5176301c3ebcdf7f677b73172de876db7f73739ee12febac	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-89A020.json
INCLUDE_EVIDENCE	7166f3f14294e0e1bf930c0d963e2ff5c48a8f737c866c2d8628a9523382d185	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-89CC34.json
INCLUDE_EVIDENCE	bb2b406f11d858c21232e068437e9ad1907e136456c13a977e5f94cbd054da11	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-8B5DCF.json
INCLUDE_EVIDENCE	9e070c0ff0c705e410db6644541696633a5d701c0d2c8ea3b27fcb4959f43b28	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-8FF37A.json
INCLUDE_EVIDENCE	50caffb6ec86b59d2aae7d5e4f8016ef0abb84a4e2166def9d7482957d0644c8	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-90B1C2.json
INCLUDE_EVIDENCE	58f23e7a695fc3a54af182516fcb9ffe53e47749240c7e92d06434c6993efddf	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-90B834.json
INCLUDE_EVIDENCE	efd445406b4ef48406059ad05f87b5126b558d7f42f993a3eb9a0704903c5d77	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-933C1C.json
INCLUDE_EVIDENCE	a82550d772580676cdd3b30adc90e9fa31e799920d106a8baf6831ac609ba3dc	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-99A60E.json
INCLUDE_EVIDENCE	b9d3471e569d5eaa005ccd408a03fce24913e0edfcb4bb3e3a81891b05c71184	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-9E9AC7.json
INCLUDE_EVIDENCE	2c32d811a43d6e4f19a0cd78410a89a96ebf1163af1d027d3cd998d58c2f6769	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-A4358C.json
INCLUDE_EVIDENCE	fea80c73b31aa30f9d5ded77223964a0f2116013311b9c8eba48a4e9193d7f61	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-A7BA84.json
INCLUDE_EVIDENCE	35458e8eb0e44738d60a33df545a5217eeec908a7b46381a2aedd91602e1bb8f	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-ABB9F8.json
INCLUDE_EVIDENCE	693bb3e9cea53f46785669711e2c692ac5f02fb21cbad244b3743b7e16ab1f3e	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-BA178A.json
INCLUDE_EVIDENCE	589453b83199e3a594ae7de4633a6f152c482178fe13c8b56bd61121a88ded33	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-C093C7.json
INCLUDE_EVIDENCE	25c8c0106aa7ec88470351b7313a52ecf09614f7be99d18b5a443b9f9acd984e	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-C29BB8.json
INCLUDE_EVIDENCE	5764ac7f0705f7619781fadd84642a204d6dd36cde143001ec3427af9554b6de	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-D11DCA.json
INCLUDE_EVIDENCE	db20e305cc42ace50cd864f79fad996855a753f01dddc165358747997ddca51f	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-D2724D.json
INCLUDE_EVIDENCE	3dd2187272a214cdee640e65c4217eaec0e57dc924bfc6cb5cefbaba7cad4428	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-D27E44.json
INCLUDE_EVIDENCE	c679698f1b909128ed9dee97fcb9bf43654ed0b73efb45d16a72582620127e9d	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-D70CFC.json
INCLUDE_EVIDENCE	720f672bd76c729b71ae5698c333ecc99eba04532a941bf9b7bb188affb3caf7	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-D80846.json
INCLUDE_EVIDENCE	b77c0ce4b9b1bb64acf6a931a18c9d341a90525b7193051fa44e0d1dff768885	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-D99E7E.json
INCLUDE_EVIDENCE	dfbd9dfd83e23b72af560f8a2cf4f4dcefaf21a6257c0ab28c576d902d3fa806	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-D9DA43.json
INCLUDE_EVIDENCE	278a61ac434d5e92e7047ad079badeef8ebce27e07f6f49324d2575605125e83	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-E1CFC2.json
INCLUDE_EVIDENCE	fc982dcc66a9402cea1413b4bc3a756be4fa321f885acb242096147e9c9ebad2	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-E4706F.json
INCLUDE_EVIDENCE	f69ae8b875f628b532133ac1c2299c42578f73c5e2340fa81d136bffe82eb6b3	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-E6623B.json
INCLUDE_EVIDENCE	79166274d0d3c4f97f0af2252c1ade4cdb02e18f03dca9d755c5412bbaf7f6f0	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-EFA8A7.json
INCLUDE_EVIDENCE	56a5913d3770c15189c8b225a39964ab0e5a975b13e6d3f3df9fac183f21de79	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-F23239.json
INCLUDE_EVIDENCE	5f9134ba12685bce995eaf64832b77c68830ff8942fc65a49dbd90800e3bc59b	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-F82B9E.json
INCLUDE_EVIDENCE	1c3add6bec8a4b7e618f6299ce70c6a039044ca0046a31e6257b19e30f7a55c1	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-F8BF72.json
INCLUDE_EVIDENCE	a82e704af206d420cfa13e45b6d214d3eb03040ef51f5b262b57c815dd2bcba1	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-FA36FE.json
INCLUDE_EVIDENCE	5599e5e96e3759b59ba6262ba268b13dc84f847e9c33c80b409d6ccd8b845a24	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260802-FFC67A.json
INCLUDE_EVIDENCE	c931df6126497a67961ea86aa06007be4f64b8a34e93b98096b518b709afba86	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260803-2F2899.json
INCLUDE_EVIDENCE	01fc853eb635d3ab498ba22007591ccf0ac5651d81fa1ab510ec04a88914ed7c	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260803-5991EE.json
INCLUDE_EVIDENCE	733e3667925c3e7b283c896b0a12cce691bf043469ac6e9040cefdb3306fd9f1	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260803-8C85B4.json
INCLUDE_EVIDENCE	c429df7e451452d6b4229fd7f4c8dee2e50c8853e0635d70293399a12aa1cf4a	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260803-8C9709.json
INCLUDE_EVIDENCE	f5f7a4576f51c850d0d6b5748167d3dbda2e926930f6e3a84c01c3a4d939f176	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260803-CD4228.json
INCLUDE_EVIDENCE	1697d322273619d7dc555e7e37ed1066b3a06d05a4222e330680a2a32811838e	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260803-D53BF3.json
INCLUDE_EVIDENCE	34ebbf7e19f64eb4bcdb14c8339a268a590d62a8ddc3f2c07a6a120fdce1c221	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260803-FB0D41.json
INCLUDE_EVIDENCE	38434aa57afe80eea57d2219bddb35d2496726cfd05ccd1305f2ea782005fd44	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-000EA6.json
INCLUDE_EVIDENCE	e856bd301703a9f985e0e5549281177fdc26395e3713092cd3ea8e939e66a0e0	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-00972D.json
INCLUDE_EVIDENCE	4b458face199b9e59de134d1601fa45dcc8614f898d811e735d6b0bebd08324f	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-0AEACE.json
INCLUDE_EVIDENCE	982a43b53b63db62c2b73e41c06efb480e0d8304b51144f3da29b868ddcee227	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-16B34F.json
INCLUDE_EVIDENCE	f54b083732415be0925e5b5a7d6da5dee18c5e7b9b85b0435fbe842fe5bc5463	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-1E075C.json
INCLUDE_EVIDENCE	4a16a6562eed49e8e982c5fce8e945abbeec4701cc9534b9ee50c6980d47977f	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-1F16EC.json
INCLUDE_EVIDENCE	437dc91b9698726d1158fe3793de441c610c5317405a31ef461766bc7f8304c9	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-253A43.json
INCLUDE_EVIDENCE	fe613e89495bd1819ba2c5ad61110e425f23f56cab829b7540b60f37a67894a7	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-3294F5.json
INCLUDE_EVIDENCE	fab1deb0e418e76af2fdb1e88fbec4175b8e96e2aa7d065248e3533b3ff1fecc	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-3AF992.json
INCLUDE_EVIDENCE	ec15c66156dc41dbb97a41a7adc896476d2637856d309b789907f0eedc95e9df	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-4B4628.json
INCLUDE_EVIDENCE	4da706181dca5d930c805b1ffa995627efca561a56ed634b3dc4a4dc84437dc6	formal-task-or-report	reviewed-project-evidence	mixed	docs/collaboration/tasks/TASK-20260804-504B0D.json
